review_text,product_category,price,rating
Fantastic! Will buy again.,Toys,483.42,5
"Quality is good, but overpriced.",Electronics,83.74,3
"Satisfied with the purchase, value for money.",Toys,106.57,1
"Good for the price, meets expectations.",Toys,493.98,5
"Quality is good, but overpriced.",Electronics,111.21,3
"Excellent product, highly recommend!",Sports Equipment,77.64,1
Fantastic! Will buy again.,Electronics,16.06,3
"Could be better, not very durable.",Office Supplies,490.06,4
Fantastic! Will buy again.,Electronics,390.27,4
"Terrible quality, not worth the price.",Office Supplies,45.61,4
"Amazing features, very useful.",Home Appliances,297.47,2
"Quality is good, but overpriced.",Sports Equipment,435.28,5
"Good for the price, meets expectations.",Sports Equipment,356.76,2
"Terrible quality, not worth the price.",Home Appliances,375.42,3
"Excellent product, highly recommend!",Office Supplies,110.55,2
"Could be better, not very durable.",Toys,112.88,5
Fantastic! Will buy again.,Electronics,95.53,2
"Could be better, not very durable.",Home Appliances,345.41,1
Fantastic! Will buy again.,Sports Equipment,71.57,5
"Satisfied with the purchase, value for money.",Electronics,287.42,1
"Very disappointed, it broke after one use.",Office Supplies,21.01,2
"Very disappointed, it broke after one use.",Electronics,376.13,4
"Could be better, not very durable.",Home Appliances,425.86,2
"Satisfied with the purchase, value for money.",Toys,368.56,3
"Very disappointed, it broke after one use.",Office Supplies,243.2,2
"Amazing features, very useful.",Home Appliances,395.21,2
Fantastic! Will buy again.,Sports Equipment,157.16,3
"Terrible quality, not worth the price.",Electronics,189.46,5
"Satisfied with the purchase, value for money.",Toys,82.58,1
"Excellent product, highly recommend!",Toys,358.59,5
"Amazing features, very useful.",Home Appliances,421.09,5
"Quality is good, but overpriced.",Home Appliances,431.68,1
Fantastic! Will buy again.,Office Supplies,195.39,4
"Satisfied with the purchase, value for money.",Electronics,85.66,4
"Quality is good, but overpriced.",Office Supplies,26.23,2
"Quality is good, but overpriced.",Toys,102.21,3
"Excellent product, highly recommend!",Toys,199.77,5
"Satisfied with the purchase, value for money.",Sports Equipment,452.46,2
"Very disappointed, it broke after one use.",Office Supplies,117.77,1
"Works as expected, decent value.",Office Supplies,258.02,5
"Excellent product, highly recommend!",Electronics,30.82,1
"Works as expected, decent value.",Toys,230.47,5
"Good for the price, meets expectations.",Toys,108.38,4
"Could be better, not very durable.",Electronics,296.15,2
"Satisfied with the purchase, value for money.",Sports Equipment,33.62,2
"Amazing features, very useful.",Sports Equipment,117.07,3
"Satisfied with the purchase, value for money.",Home Appliances,449.72,2
Fantastic! Will buy again.,Sports Equipment,85.69,1
"Amazing features, very useful.",Electronics,33.09,2
"Terrible quality, not worth the price.",Electronics,92.36,2
"Works as expected, decent value.",Home Appliances,130.11,5
"Very disappointed, it broke after one use.",Home Appliances,421.77,5
"Very disappointed, it broke after one use.",Electronics,275.75,2
"Excellent product, highly recommend!",Sports Equipment,299.63,1
"Quality is good, but overpriced.",Office Supplies,73.77,1
"Excellent product, highly recommend!",Office Supplies,365.07,4
"Amazing features, very useful.",Sports Equipment,133.5,4
"Terrible quality, not worth the price.",Electronics,352.0,2
"Terrible quality, not worth the price.",Home Appliances,184.09,5
"Amazing features, very useful.",Toys,168.92,3
"Terrible quality, not worth the price.",Electronics,448.29,1
"Very disappointed, it broke after one use.",Office Supplies,459.68,5
"Terrible quality, not worth the price.",Office Supplies,252.91,3
Fantastic! Will buy again.,Sports Equipment,19.1,2
"Satisfied with the purchase, value for money.",Toys,308.14,3
Fantastic! Will buy again.,Toys,164.76,2
"Good for the price, meets expectations.",Sports Equipment,372.72,2
"Amazing features, very useful.",Home Appliances,327.65,1
"Very disappointed, it broke after one use.",Office Supplies,372.75,5
"Amazing features, very useful.",Toys,203.54,2
"Could be better, not very durable.",Home Appliances,279.19,1
Fantastic! Will buy again.,Sports Equipment,189.48,1
"Good for the price, meets expectations.",Home Appliances,419.73,1
"Amazing features, very useful.",Sports Equipment,336.79,3
"Good for the price, meets expectations.",Home Appliances,306.61,3
"Amazing features, very useful.",Sports Equipment,358.79,2
"Good for the price, meets expectations.",Sports Equipment,212.12,4
"Satisfied with the purchase, value for money.",Electronics,261.76,2
"Could be better, not very durable.",Sports Equipment,286.11,2
"Works as expected, decent value.",Sports Equipment,359.76,3
"Excellent product, highly recommend!",Home Appliances,146.52,5
"Satisfied with the purchase, value for money.",Sports Equipment,352.76,2
"Amazing features, very useful.",Toys,48.94,5
"Terrible quality, not worth the price.",Office Supplies,12.79,1
"Satisfied with the purchase, value for money.",Sports Equipment,447.7,3
"Amazing features, very useful.",Electronics,312.86,1
"Works as expected, decent value.",Electronics,172.15,5
"Amazing features, very useful.",Toys,304.48,5
"Works as expected, decent value.",Home Appliances,81.58,2
"Quality is good, but overpriced.",Electronics,27.82,5
"Excellent product, highly recommend!",Electronics,388.49,1
"Excellent product, highly recommend!",Toys,428.9,5
"Excellent product, highly recommend!",Sports Equipment,88.26,3
"Excellent product, highly recommend!",Office Supplies,223.99,2
"Quality is good, but overpriced.",Electronics,464.54,3
"Terrible quality, not worth the price.",Toys,14.38,5
"Terrible quality, not worth the price.",Office Supplies,125.44,1
"Excellent product, highly recommend!",Office Supplies,106.03,5
"Excellent product, highly recommend!",Sports Equipment,453.9,2
"Good for the price, meets expectations.",Office Supplies,95.46,2
"Satisfied with the purchase, value for money.",Office Supplies,388.96,5
"Amazing features, very useful.",Home Appliances,247.2,2
Fantastic! Will buy again.,Sports Equipment,427.19,3
"Quality is good, but overpriced.",Toys,320.24,2
"Amazing features, very useful.",Electronics,154.46,3
"Very disappointed, it broke after one use.",Toys,401.63,3
"Very disappointed, it broke after one use.",Toys,454.12,2
"Quality is good, but overpriced.",Toys,440.12,1
"Good for the price, meets expectations.",Toys,234.67,4
"Excellent product, highly recommend!",Office Supplies,122.19,1
"Excellent product, highly recommend!",Electronics,14.71,1
"Excellent product, highly recommend!",Sports Equipment,302.87,1
"Excellent product, highly recommend!",Sports Equipment,329.71,5
"Terrible quality, not worth the price.",Sports Equipment,402.26,2
"Excellent product, highly recommend!",Toys,403.41,3
"Works as expected, decent value.",Sports Equipment,495.9,4
"Excellent product, highly recommend!",Toys,439.9,4
"Could be better, not very durable.",Home Appliances,231.39,5
Fantastic! Will buy again.,Home Appliances,494.07,1
Fantastic! Will buy again.,Toys,83.93,5
"Good for the price, meets expectations.",Home Appliances,120.67,1
"Works as expected, decent value.",Home Appliances,498.57,1
Fantastic! Will buy again.,Electronics,236.06,3
"Terrible quality, not worth the price.",Toys,101.0,5
"Good for the price, meets expectations.",Electronics,385.34,4
"Could be better, not very durable.",Toys,494.94,5
"Terrible quality, not worth the price.",Home Appliances,436.78,4
"Very disappointed, it broke after one use.",Toys,34.24,5
"Terrible quality, not worth the price.",Office Supplies,201.67,1
"Very disappointed, it broke after one use.",Toys,258.82,3
"Satisfied with the purchase, value for money.",Toys,367.37,5
"Excellent product, highly recommend!",Toys,427.05,2
"Quality is good, but overpriced.",Electronics,98.29,4
"Works as expected, decent value.",Sports Equipment,222.7,4
"Terrible quality, not worth the price.",Office Supplies,191.9,2
"Excellent product, highly recommend!",Home Appliances,147.76,2
"Could be better, not very durable.",Home Appliances,242.97,1
"Quality is good, but overpriced.",Sports Equipment,113.34,3
"Works as expected, decent value.",Electronics,330.46,3
"Quality is good, but overpriced.",Toys,221.44,2
"Excellent product, highly recommend!",Office Supplies,362.09,3
Fantastic! Will buy again.,Sports Equipment,493.3,4
"Works as expected, decent value.",Toys,461.55,5
Fantastic! Will buy again.,Toys,92.11,4
"Works as expected, decent value.",Sports Equipment,88.73,4
Fantastic! Will buy again.,Toys,208.34,2
"Terrible quality, not worth the price.",Electronics,376.37,3
"Terrible quality, not worth the price.",Sports Equipment,147.45,1
"Quality is good, but overpriced.",Home Appliances,114.46,4
"Amazing features, very useful.",Toys,282.02,3
"Satisfied with the purchase, value for money.",Home Appliances,82.2,4
Fantastic! Will buy again.,Toys,458.82,5
"Terrible quality, not worth the price.",Toys,117.65,1
"Works as expected, decent value.",Toys,272.88,5
"Quality is good, but overpriced.",Office Supplies,240.9,2
"Works as expected, decent value.",Office Supplies,336.92,4
"Terrible quality, not worth the price.",Toys,349.19,2
Fantastic! Will buy again.,Office Supplies,243.64,1
"Satisfied with the purchase, value for money.",Electronics,422.39,3
"Works as expected, decent value.",Toys,407.11,5
"Satisfied with the purchase, value for money.",Toys,292.76,4
"Works as expected, decent value.",Home Appliances,136.78,5
"Amazing features, very useful.",Office Supplies,345.57,3
"Very disappointed, it broke after one use.",Home Appliances,10.81,4
"Terrible quality, not worth the price.",Sports Equipment,466.74,3
"Good for the price, meets expectations.",Toys,290.65,4
"Satisfied with the purchase, value for money.",Office Supplies,135.41,3
"Works as expected, decent value.",Electronics,207.91,3
"Terrible quality, not worth the price.",Sports Equipment,323.07,2
"Amazing features, very useful.",Electronics,190.79,4
"Very disappointed, it broke after one use.",Sports Equipment,324.74,1
"Very disappointed, it broke after one use.",Office Supplies,165.37,4
"Good for the price, meets expectations.",Home Appliances,450.74,2
"Amazing features, very useful.",Office Supplies,200.16,3
"Excellent product, highly recommend!",Electronics,163.65,1
"Good for the price, meets expectations.",Electronics,96.64,2
"Could be better, not very durable.",Electronics,71.12,3
"Very disappointed, it broke after one use.",Electronics,177.08,1
"Good for the price, meets expectations.",Home Appliances,251.98,3
"Could be better, not very durable.",Home Appliances,188.26,5
Fantastic! Will buy again.,Toys,182.1,4
"Terrible quality, not worth the price.",Electronics,463.06,1
"Could be better, not very durable.",Toys,67.81,4
"Quality is good, but overpriced.",Toys,389.47,1
"Very disappointed, it broke after one use.",Office Supplies,498.22,5
"Excellent product, highly recommend!",Toys,447.23,5
"Amazing features, very useful.",Home Appliances,373.18,4
"Satisfied with the purchase, value for money.",Toys,325.05,4
"Amazing features, very useful.",Home Appliances,465.78,5
"Terrible quality, not worth the price.",Home Appliances,475.51,1
"Could be better, not very durable.",Sports Equipment,43.68,4
"Works as expected, decent value.",Sports Equipment,115.53,5
"Satisfied with the purchase, value for money.",Toys,291.09,2
Fantastic! Will buy again.,Office Supplies,27.14,5
Fantastic! Will buy again.,Toys,438.43,1
"Good for the price, meets expectations.",Toys,381.37,3
"Could be better, not very durable.",Toys,314.72,1
"Excellent product, highly recommend!",Electronics,260.49,3
"Good for the price, meets expectations.",Home Appliances,365.27,2
"Works as expected, decent value.",Home Appliances,238.84,5
"Amazing features, very useful.",Office Supplies,444.22,1
"Satisfied with the purchase, value for money.",Toys,419.31,1
"Amazing features, very useful.",Home Appliances,14.98,3
"Excellent product, highly recommend!",Home Appliances,307.79,2
"Terrible quality, not worth the price.",Toys,440.83,4
Fantastic! Will buy again.,Office Supplies,337.7,1
"Could be better, not very durable.",Sports Equipment,326.26,5
"Excellent product, highly recommend!",Office Supplies,256.02,3
Fantastic! Will buy again.,Office Supplies,410.62,1
"Quality is good, but overpriced.",Electronics,481.89,3
"Very disappointed, it broke after one use.",Electronics,360.96,4
"Amazing features, very useful.",Home Appliances,206.9,4
"Excellent product, highly recommend!",Home Appliances,168.1,5
"Quality is good, but overpriced.",Electronics,212.49,1
"Could be better, not very durable.",Home Appliances,172.23,2
"Could be better, not very durable.",Home Appliances,320.22,2
"Very disappointed, it broke after one use.",Sports Equipment,413.65,4
